year,country,region,avg_temperature_c,rainfall_mm,drought_index,flood_risk_score,heatwave_days,soil_moisture_percent,climate_risk_level
1991,Kyrgyzstan,Central Asia,14.48,278.6,0.028,0.026,0,6.64,Low
1992,Kyrgyzstan,Central Asia,11.88,336.9,0.0,0.215,0,16.53,Low
1993,Kyrgyzstan,Central Asia,13.28,285.3,0.025,0.017,0,8.37,Low
1994,Kyrgyzstan,Central Asia,14.26,219.3,0.172,0.122,0,5.89,Low
1995,Kyrgyzstan,Central Asia,13.27,465.8,0.007,0.197,0,31.2,Low
1996,Kyrgyzstan,Central Asia,13.38,304.2,0.0,0.25,0,13.59,Low
1997,Kyrgyzstan,Central Asia,13.48,120.1,0.166,0.029,0,13.32,Low
1998,Kyrgyzstan,Central Asia,12.66,438.2,0.0,0.308,0,30.5,Low
1999,Kyrgyzstan,Central Asia,15.09,157.1,0.201,0.037,0,5.0,Low
2000,Kyrgyzstan,Central Asia,12.48,165.5,0.178,0.163,0,5.0,Low
2001,Kyrgyzstan,Central Asia,14.1,540.8,0.0,0.435,0,26.73,Low
2002,Kyrgyzstan,Central Asia,14.23,158.6,0.154,0.0,0,11.77,Low
2003,Kyrgyzstan,Central Asia,12.62,80.0,0.117,0.063,0,5.0,Low
2004,Kyrgyzstan,Central Asia,13.86,449.7,0.059,0.445,0,26.75,Moderate
2005,Kyrgyzstan,Central Asia,12.7,301.4,0.0,0.156,0,22.32,Low
2006,Kyrgyzstan,Central Asia,15.48,315.2,0.186,0.163,0,7.4,Low
2007,Kyrgyzstan,Central Asia,12.46,299.7,0.167,0.213,0,7.59,Low
2008,Kyrgyzstan,Central Asia,13.06,387.1,0.0,0.197,0,23.63,Low
2009,Kyrgyzstan,Central Asia,12.39,229.6,0.145,0.0,0,9.49,Low
2010,Kyrgyzstan,Central Asia,12.25,586.2,0.0,0.384,0,25.19,Low
2011,Kyrgyzstan,Central Asia,15.81,113.8,0.391,0.0,0,5.0,Low
2012,Kyrgyzstan,Central Asia,14.57,421.2,0.026,0.177,0,20.11,Low
2013,Kyrgyzstan,Central Asia,14.1,452.7,0.033,0.323,0,12.58,Low
2014,Kyrgyzstan,Central Asia,13.17,228.5,0.0,0.086,0,16.02,Low
2015,Kyrgyzstan,Central Asia,15.06,186.2,0.158,0.038,0,5.0,Low
2016,Kyrgyzstan,Central Asia,13.0,512.7,0.0,0.327,0,8.94,Low
2017,Kyrgyzstan,Central Asia,14.96,191.5,0.391,0.028,0,5.0,Low
2018,Kyrgyzstan,Central Asia,12.98,252.9,0.003,0.029,0,8.13,Low
2019,Kyrgyzstan,Central Asia,13.27,492.0,0.0,0.268,0,34.73,Low
2020,Kyrgyzstan,Central Asia,14.97,355.6,0.011,0.163,0,14.04,Low
2021,Kyrgyzstan,Central Asia,15.12,80.0,0.343,0.0,0,5.0,Low
2022,Kyrgyzstan,Central Asia,14.81,629.5,0.0,0.366,0,34.52,Low
2023,Kyrgyzstan,Central Asia,12.86,265.2,0.14,0.17,0,6.49,Low
2024,Kyrgyzstan,Central Asia,13.6,285.6,0.13,0.114,0,7.01,Low
2025,Kyrgyzstan,Central Asia,14.34,390.9,0.0,0.172,0,22.6,Low
2026,Kyrgyzstan,Central Asia,13.15,450.0,0.0,0.263,0,16.26,Low
2027,Kyrgyzstan,Central Asia,15.83,663.8,0.027,0.427,0,23.91,Low
2028,Kyrgyzstan,Central Asia,11.32,84.4,0.09,0.02,0,12.78,Low
2029,Kyrgyzstan,Central Asia,13.29,482.2,0.015,0.293,0,27.28,Low
2030,Kyrgyzstan,Central Asia,13.63,468.9,0.0,0.28,0,21.86,Low
2031,Kyrgyzstan,Central Asia,10.85,328.1,0.0,0.234,0,16.38,Low
2032,Kyrgyzstan,Central Asia,12.6,476.0,0.0,0.241,0,26.83,Low
2033,Kyrgyzstan,Central Asia,15.05,499.5,0.0,0.177,0,30.81,Low
2034,Kyrgyzstan,Central Asia,14.35,128.9,0.18,0.027,0,5.0,Low
2035,Kyrgyzstan,Central Asia,16.22,630.0,0.0,0.342,0,33.7,Low
2036,Kyrgyzstan,Central Asia,16.2,100.6,0.379,0.196,0,5.0,Moderate
2037,Kyrgyzstan,Central Asia,14.89,168.3,0.097,0.045,0,5.35,Low
2038,Kyrgyzstan,Central Asia,14.76,308.1,0.117,0.218,8,14.04,Low
2039,Kyrgyzstan,Central Asia,14.48,658.0,0.0,0.303,0,32.86,Low
2040,Kyrgyzstan,Central Asia,11.24,300.7,0.0,0.159,0,19.45,Low
2041,Kyrgyzstan,Central Asia,12.77,344.9,0.003,0.294,0,20.12,Low
2042,Kyrgyzstan,Central Asia,14.58,579.1,0.0,0.351,0,19.91,Low
2043,Kyrgyzstan,Central Asia,15.22,301.9,0.256,0.052,0,5.0,Low
2044,Kyrgyzstan,Central Asia,14.84,161.5,0.322,0.035,0,5.0,Low
2045,Kyrgyzstan,Central Asia,13.44,283.2,0.164,0.242,0,21.85,Low
2046,Kyrgyzstan,Central Asia,15.65,569.3,0.0,0.296,8,23.36,Low
2047,Kyrgyzstan,Central Asia,16.33,361.3,0.081,0.089,0,15.19,Low
2048,Kyrgyzstan,Central Asia,15.69,658.9,0.0,0.264,0,29.73,Low
2049,Kyrgyzstan,Central Asia,15.77,468.1,0.042,0.29,0,19.23,Low
2050,Kyrgyzstan,Central Asia,13.93,246.8,0.072,0.203,0,11.98,Low
1961,Tajikistan,Central Asia,14.68,240.1,0.087,0.263,0,17.02,Low
1962,Tajikistan,Central Asia,13.57,185.8,0.174,0.125,0,12.77,Low
1963,Tajikistan,Central Asia,12.07,332.6,0.0,0.216,0,17.79,Low
1964,Tajikistan,Central Asia,16.36,515.1,0.072,0.351,0,15.21,Low
1965,Tajikistan,Central Asia,13.17,118.5,0.115,0.0,0,14.31,Low
1966,Tajikistan,Central Asia,12.4,582.6,0.0,0.278,0,32.46,Low
1967,Tajikistan,Central Asia,14.8,322.5,0.134,0.355,0,9.79,Low
1968,Tajikistan,Central Asia,12.56,232.5,0.074,0.11,0,12.59,Low
1969,Tajikistan,Central Asia,15.14,94.0,0.331,0.136,0,5.0,Low
1970,Tajikistan,Central Asia,12.12,463.0,0.0,0.309,0,29.48,Low
1971,Tajikistan,Central Asia,14.9,322.6,0.052,0.043,0,6.26,Low
1972,Tajikistan,Central Asia,13.44,377.3,0.035,0.213,0,16.85,Low
1973,Tajikistan,Central Asia,14.77,205.9,0.313,0.115,0,5.51,Low
1974,Tajikistan,Central Asia,15.52,298.9,0.163,0.176,0,17.92,Low
1975,Tajikistan,Central Asia,11.89,272.1,0.034,0.076,0,13.56,Low
1976,Tajikistan,Central Asia,14.8,333.9,0.076,0.078,0,18.99,Low
1977,Tajikistan,Central Asia,11.6,242.9,0.0,0.083,0,11.97,Low
1978,Tajikistan,Central Asia,12.05,104.5,0.205,0.044,0,5.0,Low
1979,Tajikistan,Central Asia,12.36,786.6,0.0,0.488,0,39.84,Low
1980,Tajikistan,Central Asia,13.95,131.9,0.26,0.211,3,5.0,Low
1981,Tajikistan,Central Asia,13.4,379.0,0.0,0.301,0,8.83,Low
1982,Tajikistan,Central Asia,13.18,80.0,0.249,0.109,0,5.0,Low
1983,Tajikistan,Central Asia,13.57,80.0,0.293,0.0,0,5.0,Low
1984,Tajikistan,Central Asia,14.12,365.7,0.175,0.15,0,13.3,Low
1985,Tajikistan,Central Asia,14.23,377.9,0.121,0.206,0,15.54,Low
1986,Tajikistan,Central Asia,14.76,551.8,0.0,0.225,0,25.65,Low
1987,Tajikistan,Central Asia,15.65,413.9,0.0,0.253,0,15.51,Low
1988,Tajikistan,Central Asia,13.46,326.0,0.053,0.221,0,12.29,Low
1989,Tajikistan,Central Asia,12.88,198.1,0.123,0.142,0,5.6,Low
1990,Tajikistan,Central Asia,14.26,589.8,0.0,0.377,1,29.52,Low
1991,Tajikistan,Central Asia,12.17,498.6,0.0,0.177,0,27.29,Low
1992,Tajikistan,Central Asia,12.74,150.6,0.122,0.15,0,5.0,Low
1993,Tajikistan,Central Asia,14.78,356.1,0.253,0.122,0,6.58,Low
1994,Tajikistan,Central Asia,13.45,373.0,0.0,0.111,0,10.26,Low
1995,Tajikistan,Central Asia,12.16,294.7,0.031,0.19,0,29.7,Low
1996,Tajikistan,Central Asia,11.84,473.5,0.0,0.334,0,16.9,Low
1997,Tajikistan,Central Asia,13.71,483.1,0.0,0.281,0,21.04,Low
1998,Tajikistan,Central Asia,15.04,319.5,0.107,0.161,0,16.93,Low
1999,Tajikistan,Central Asia,15.04,305.1,0.017,0.177,0,17.07,Low
2000,Tajikistan,Central Asia,13.84,589.8,0.0,0.306,0,32.62,Low
2001,Tajikistan,Central Asia,16.13,499.3,0.053,0.16,0,21.25,Low
2002,Tajikistan,Central Asia,13.61,361.6,0.112,0.081,0,17.27,Low
2003,Tajikistan,Central Asia,13.59,89.3,0.095,0.038,0,5.0,Low
2004,Tajikistan,Central Asia,10.69,405.0,0.0,0.209,0,18.38,Low
2005,Tajikistan,Central Asia,13.26,461.7,0.0,0.232,0,24.56,Low
2006,Tajikistan,Central Asia,14.83,80.0,0.367,0.094,0,5.0,Low
2007,Tajikistan,Central Asia,15.7,390.3,0.072,0.178,0,17.94,Low
2008,Tajikistan,Central Asia,12.85,283.3,0.0,0.187,0,14.07,Low
2009,Tajikistan,Central Asia,14.42,314.7,0.0,0.146,0,22.14,Low
2010,Tajikistan,Central Asia,15.14,204.8,0.107,0.248,0,13.86,Low
2011,Tajikistan,Central Asia,13.91,326.3,0.101,0.17,3,23.8,Low
2012,Tajikistan,Central Asia,11.18,572.7,0.0,0.474,0,18.1,Low
2013,Tajikistan,Central Asia,14.23,278.6,0.067,0.167,0,18.01,Low
2014,Tajikistan,Central Asia,14.87,504.5,0.033,0.235,0,28.17,Low
2015,Tajikistan,Central Asia,12.84,221.0,0.0,0.039,0,5.74,Low
2016,Tajikistan,Central Asia,13.69,471.4,0.0,0.12,0,25.08,Low
2017,Tajikistan,Central Asia,12.62,350.3,0.034,0.096,0,23.13,Low
2018,Tajikistan,Central Asia,10.94,406.3,0.0,0.133,0,15.34,Low
2019,Tajikistan,Central Asia,15.28,351.1,0.097,0.207,0,18.28,Low
2020,Tajikistan,Central Asia,14.06,452.7,0.037,0.184,0,27.12,Low
2021,Tajikistan,Central Asia,16.0,80.0,0.108,0.055,0,5.0,Low
2022,Tajikistan,Central Asia,15.13,122.8,0.375,0.164,0,5.0,Moderate
2023,Tajikistan,Central Asia,13.69,416.7,0.015,0.201,0,22.34,Low
2024,Tajikistan,Central Asia,14.03,80.0,0.302,0.206,0,5.0,Moderate
2025,Tajikistan,Central Asia,14.83,265.1,0.119,0.038,0,5.6,Low
2026,Tajikistan,Central Asia,15.33,341.3,0.0,0.159,0,16.26,Low
2027,Tajikistan,Central Asia,14.58,217.5,0.216,0.066,0,11.36,Low
2028,Tajikistan,Central Asia,15.53,239.4,0.199,0.195,0,11.85,Low
2029,Tajikistan,Central Asia,13.87,393.5,0.015,0.018,0,14.21,Low
2030,Tajikistan,Central Asia,13.05,511.5,0.0,0.14,0,29.49,Low
2031,Tajikistan,Central Asia,14.18,196.6,0.23,0.09,0,5.0,Low
2032,Tajikistan,Central Asia,14.52,258.0,0.296,0.253,0,5.0,Moderate
2033,Tajikistan,Central Asia,12.85,233.0,0.089,0.135,0,7.68,Low
2034,Tajikistan,Central Asia,12.71,80.0,0.123,0.0,0,8.28,Low
2035,Tajikistan,Central Asia,14.87,372.7,0.062,0.091,0,21.33,Low
2036,Tajikistan,Central Asia,13.86,499.6,0.0,0.384,0,24.97,Low
2037,Tajikistan,Central Asia,14.17,512.7,0.024,0.207,2,22.66,Low
2038,Tajikistan,Central Asia,13.95,210.7,0.03,0.03,0,7.6,Low
2039,Tajikistan,Central Asia,16.23,149.7,0.305,0.193,0,5.0,Low
2040,Tajikistan,Central Asia,15.94,353.5,0.273,0.258,0,5.8,Moderate
2041,Tajikistan,Central Asia,12.96,482.7,0.0,0.343,0,22.05,Low
2042,Tajikistan,Central Asia,13.82,374.8,0.098,0.111,0,15.49,Low
2043,Tajikistan,Central Asia,15.5,396.3,0.131,0.076,0,9.08,Low
2044,Tajikistan,Central Asia,15.22,532.7,0.057,0.277,0,20.47,Low
2045,Tajikistan,Central Asia,14.46,231.7,0.093,0.143,0,12.19,Low
2046,Tajikistan,Central Asia,13.16,314.8,0.0,0.187,0,15.8,Low
2047,Tajikistan,Central Asia,13.73,611.5,0.0,0.424,0,28.72,Low
2048,Tajikistan,Central Asia,13.95,318.5,0.0,0.021,0,10.46,Low
2049,Tajikistan,Central Asia,14.92,147.2,0.219,0.142,0,12.44,Low
2050,Tajikistan,Central Asia,16.65,242.9,0.279,0.034,0,5.0,Low
1961,France,Europe,11.3,1025.6,0.0,0.479,0,54.06,Low
1962,France,Europe,10.43,831.5,0.0,0.405,0,43.27,Low
1963,France,Europe,11.08,809.2,0.0,0.403,0,43.02,Low
1964,France,Europe,11.6,571.5,0.0,0.258,0,24.46,Low
1965,France,Europe,9.43,800.4,0.0,0.419,0,33.99,Low
1966,France,Europe,11.08,734.7,0.0,0.459,0,36.96,Low
1967,France,Europe,12.54,783.2,0.0,0.3,0,46.13,Low
1968,France,Europe,13.24,590.5,0.0,0.334,0,39.17,Low
1969,France,Europe,10.99,720.5,0.0,0.374,0,40.8,Low
1970,France,Europe,11.21,569.3,0.0,0.297,0,28.64,Low
1971,France,Europe,13.83,356.5,0.065,0.248,0,18.15,Low
1972,France,Europe,12.56,859.7,0.0,0.434,0,43.06,Low
1973,France,Europe,10.48,459.6,0.0,0.268,0,16.83,Low
1974,France,Europe,10.49,717.1,0.0,0.416,0,36.01,Low
1975,France,Europe,12.4,753.3,0.0,0.336,0,29.66,Low
1976,France,Europe,10.06,752.3,0.0,0.4,0,36.87,Low
1977,France,Europe,12.59,654.7,0.0,0.307,0,42.55,Low
1978,France,Europe,11.71,743.4,0.0,0.361,0,42.11,Low
1979,France,Europe,11.95,775.4,0.0,0.362,0,33.23,Low
1980,France,Europe,11.03,817.6,0.0,0.446,0,40.45,Low
1981,France,Europe,10.6,977.4,0.0,0.495,0,43.86,Low
1982,France,Europe,13.13,737.5,0.0,0.4,0,36.5,Low
1983,France,Europe,11.1,710.2,0.0,0.354,0,41.76,Low
1984,France,Europe,10.92,554.9,0.0,0.149,0,31.66,Low
1985,France,Europe,11.34,769.8,0.0,0.387,0,53.39,Low
1986,France,Europe,11.68,806.8,0.0,0.408,0,47.49,Low
1987,France,Europe,10.23,669.2,0.0,0.354,0,34.69,Low
1988,France,Europe,10.81,787.1,0.0,0.346,0,43.42,Low
1989,France,Europe,10.76,653.2,0.0,0.231,0,31.45,Low
1990,France,Europe,12.54,807.4,0.0,0.454,0,33.6,Low
1991,France,Europe,10.48,846.0,0.0,0.401,0,50.14,Low
1992,France,Europe,9.45,843.8,0.0,0.436,0,48.24,Low
1993,France,Europe,9.22,718.9,0.0,0.337,0,34.5,Low
1994,France,Europe,9.83,533.6,0.0,0.266,0,28.32,Low
1995,France,Europe,13.25,602.1,0.0,0.265,0,37.55,Low
1996,France,Europe,11.65,795.2,0.0,0.32,0,44.84,Low
1997,France,Europe,12.25,1091.8,0.0,0.584,0,45.81,Moderate
1998,France,Europe,12.31,645.5,0.0,0.274,0,33.74,Low
1999,France,Europe,11.75,772.9,0.0,0.4,0,37.64,Low
2000,France,Europe,11.61,611.0,0.0,0.338,0,37.23,Low
2001,France,Europe,12.97,544.2,0.0,0.225,0,33.39,Low
2002,France,Europe,11.91,591.8,0.0,0.2,0,37.5,Low
2003,France,Europe,13.43,366.8,0.0,0.377,0,11.63,Low
2004,France,Europe,12.52,916.5,0.0,0.416,0,41.12,Low
2005,France,Europe,11.05,343.2,0.0,0.221,0,23.84,Low
2006,France,Europe,11.21,657.8,0.0,0.484,0,29.34,Low
2007,France,Europe,10.96,511.5,0.0,0.319,0,16.45,Low
2008,France,Europe,13.31,558.5,0.0,0.255,0,31.12,Low
2009,France,Europe,11.38,920.2,0.0,0.455,0,42.73,Low
2010,France,Europe,10.92,732.2,0.0,0.299,0,47.35,Low
2011,France,Europe,12.28,545.5,0.0,0.343,0,29.05,Low
2012,France,Europe,11.8,605.7,0.0,0.348,0,31.25,Low
2013,France,Europe,12.29,577.5,0.0,0.248,0,26.66,Low
2014,France,Europe,14.22,693.0,0.0,0.263,2,44.2,Low
2015,France,Europe,13.07,727.7,0.0,0.258,0,38.53,Low
2016,France,Europe,12.02,1003.3,0.0,0.581,0,47.71,Moderate
2017,France,Europe,10.32,393.4,0.0,0.206,0,14.91,Low
2018,France,Europe,11.43,694.4,0.0,0.364,0,34.28,Low
2019,France,Europe,12.9,649.5,0.0,0.259,0,26.61,Low
2020,France,Europe,10.66,851.4,0.0,0.309,0,48.75,Low
2021,France,Europe,14.65,756.8,0.0,0.455,0,26.99,Low
2022,France,Europe,12.12,794.5,0.0,0.401,0,38.89,Low
2023,France,Europe,12.17,755.2,0.0,0.45,0,41.42,Low
2024,France,Europe,11.33,550.9,0.0,0.245,0,29.6,Low
2025,France,Europe,12.75,893.8,0.0,0.428,0,40.39,Low
2026,France,Europe,10.78,827.8,0.0,0.471,0,45.35,Low
2027,France,Europe,14.79,846.5,0.0,0.482,0,37.01,Low
2028,France,Europe,13.79,902.2,0.0,0.515,0,44.98,Moderate
2029,France,Europe,13.41,766.8,0.0,0.36,0,42.25,Low
2030,France,Europe,10.57,937.0,0.0,0.518,0,49.63,Moderate
2031,France,Europe,12.51,760.4,0.0,0.469,0,33.97,Low
2032,France,Europe,13.73,665.0,0.0,0.324,0,40.43,Low
2033,France,Europe,13.01,698.9,0.0,0.308,0,35.47,Low
2034,France,Europe,11.11,696.2,0.0,0.456,0,39.27,Low
2035,France,Europe,11.55,616.9,0.0,0.256,0,40.02,Low
2036,France,Europe,11.81,961.1,0.0,0.531,0,54.76,Moderate
2037,France,Europe,11.64,747.4,0.0,0.369,0,44.09,Low
2038,France,Europe,14.22,715.2,0.0,0.21,0,36.91,Low
2039,France,Europe,10.1,762.1,0.0,0.471,0,42.87,Low
2040,France,Europe,13.21,1176.8,0.0,0.368,0,60.12,Low
2041,France,Europe,10.89,518.9,0.0,0.101,0,18.69,Low
2042,France,Europe,11.3,564.8,0.0,0.325,0,30.06,Low
2043,France,Europe,10.06,479.1,0.0,0.282,0,25.49,Low
2044,France,Europe,11.84,662.8,0.0,0.28,0,36.64,Low
2045,France,Europe,14.32,739.3,0.0,0.381,1,36.2,Low
2046,France,Europe,12.85,625.5,0.0,0.11,0,26.71,Low
2047,France,Europe,11.11,613.6,0.0,0.363,0,34.62,Low
2048,France,Europe,13.79,722.8,0.0,0.381,0,28.26,Low
2049,France,Europe,14.06,619.7,0.0,0.306,0,39.74,Low
2050,France,Europe,12.73,749.6,0.0,0.376,0,36.09,Low
1961,Germany,Europe,11.29,630.7,0.0,0.318,0,22.26,Low
1962,Germany,Europe,11.69,848.9,0.0,0.34,0,28.89,Low
1963,Germany,Europe,11.74,740.9,0.0,0.331,0,38.22,Low
1964,Germany,Europe,9.36,837.2,0.0,0.553,0,49.73,Moderate
1965,Germany,Europe,12.06,377.4,0.0,0.098,0,20.93,Low
1966,Germany,Europe,11.45,750.5,0.0,0.422,0,41.27,Low
1967,Germany,Europe,10.35,804.6,0.0,0.434,0,49.73,Low
1968,Germany,Europe,10.23,483.9,0.0,0.24,0,26.17,Low
1969,Germany,Europe,10.74,837.9,0.0,0.461,0,41.16,Low
1970,Germany,Europe,9.6,682.2,0.0,0.248,0,29.2,Low
1971,Germany,Europe,13.25,1191.4,0.0,0.728,0,71.7,Moderate
1972,Germany,Europe,12.98,351.6,0.013,0.33,0,20.48,Low
1973,Germany,Europe,11.76,919.1,0.0,0.463,0,40.29,Low
1974,Germany,Europe,10.97,636.9,0.0,0.512,0,24.82,Moderate
1975,Germany,Europe,11.02,441.3,0.0,0.189,0,29.58,Low
1976,Germany,Europe,12.18,615.7,0.0,0.34,0,24.56,Low
1977,Germany,Europe,13.4,744.4,0.0,0.487,0,48.34,Low
1978,Germany,Europe,10.62,866.0,0.0,0.396,0,26.76,Low
1979,Germany,Europe,9.98,975.5,0.0,0.377,0,57.31,Low
1980,Germany,Europe,13.2,927.5,0.0,0.335,0,49.3,Low
1981,Germany,Europe,9.22,545.5,0.0,0.438,0,27.99,Low
1982,Germany,Europe,10.17,880.8,0.0,0.398,0,42.99,Low
1983,Germany,Europe,11.1,762.6,0.0,0.366,0,49.47,Low
1984,Germany,Europe,9.54,595.3,0.0,0.209,0,34.01,Low
1985,Germany,Europe,12.77,666.1,0.0,0.409,0,27.89,Low
1986,Germany,Europe,12.48,586.4,0.0,0.231,0,19.01,Low
1987,Germany,Europe,10.78,705.9,0.0,0.314,0,36.36,Low
1988,Germany,Europe,13.02,583.3,0.0,0.316,0,29.16,Low
1989,Germany,Europe,13.24,535.5,0.0,0.183,0,17.66,Low
1990,Germany,Europe,11.39,776.7,0.0,0.374,0,38.5,Low
1991,Germany,Europe,11.0,800.6,0.0,0.512,0,36.59,Moderate
1992,Germany,Europe,14.27,670.0,0.0,0.369,0,33.55,Low
1993,Germany,Europe,12.44,918.8,0.0,0.47,0,50.3,Low
1994,Germany,Europe,11.9,658.3,0.0,0.346,0,41.87,Low
1995,Germany,Europe,13.25,651.6,0.0,0.295,0,38.03,Low
1996,Germany,Europe,11.99,805.7,0.0,0.563,0,35.96,Moderate
1997,Germany,Europe,11.04,678.8,0.0,0.274,0,36.15,Low
1998,Germany,Europe,11.76,713.6,0.0,0.374,0,36.06,Low
1999,Germany,Europe,12.93,296.7,0.052,0.158,0,5.81,Low
2000,Germany,Europe,9.31,702.7,0.0,0.432,0,37.52,Low
2001,Germany,Europe,11.37,407.6,0.0,0.292,0,31.52,Low
2002,Germany,Europe,13.4,504.6,0.0,0.25,0,25.43,Low
2003,Germany,Europe,11.14,486.3,0.0,0.266,0,14.75,Low
2004,Germany,Europe,13.63,533.2,0.0,0.293,0,26.84,Low
2005,Germany,Europe,13.49,612.2,0.0,0.124,0,23.33,Low
2006,Germany,Europe,11.73,622.2,0.0,0.184,0,36.29,Low
2007,Germany,Europe,11.15,806.3,0.0,0.355,0,43.46,Low
2008,Germany,Europe,11.5,735.6,0.0,0.323,0,35.75,Low
2009,Germany,Europe,15.06,395.8,0.093,0.102,0,15.95,Low
2010,Germany,Europe,14.13,713.3,0.0,0.417,0,34.39,Low
2011,Germany,Europe,12.05,750.9,0.0,0.376,0,37.6,Low
2012,Germany,Europe,11.19,647.4,0.0,0.307,0,27.74,Low
2013,Germany,Europe,12.08,690.3,0.0,0.245,0,26.19,Low
2014,Germany,Europe,12.25,730.4,0.0,0.362,0,43.35,Low
2015,Germany,Europe,10.48,822.3,0.0,0.201,0,38.8,Low
2016,Germany,Europe,12.09,448.0,0.0,0.211,0,23.4,Low
2017,Germany,Europe,13.59,660.9,0.0,0.336,0,34.76,Low
2018,Germany,Europe,9.87,941.3,0.0,0.49,0,49.0,Low
2019,Germany,Europe,13.04,926.7,0.0,0.338,0,39.29,Low
2020,Germany,Europe,13.71,836.1,0.0,0.436,0,31.75,Low
2021,Germany,Europe,11.41,785.9,0.0,0.31,0,35.76,Low
2022,Germany,Europe,14.13,964.7,0.0,0.417,0,50.61,Low
2023,Germany,Europe,11.29,1006.9,0.0,0.561,0,45.98,Moderate
2024,Germany,Europe,12.66,679.3,0.0,0.501,0,31.84,Moderate
2025,Germany,Europe,11.78,544.9,0.0,0.277,0,40.01,Low
2026,Germany,Europe,11.8,656.8,0.0,0.263,0,21.77,Low
2027,Germany,Europe,11.45,1195.5,0.0,0.613,0,55.24,Moderate
2028,Germany,Europe,13.04,448.9,0.012,0.3,0,33.59,Low
2029,Germany,Europe,13.24,624.7,0.0,0.362,0,30.97,Low
2030,Germany,Europe,12.16,474.0,0.0,0.456,0,19.46,Low
2031,Germany,Europe,10.63,720.0,0.0,0.303,0,43.01,Low
2032,Germany,Europe,12.76,507.6,0.0,0.274,0,25.71,Low
2033,Germany,Europe,12.8,682.6,0.0,0.465,0,32.04,Low
2034,Germany,Europe,12.05,388.0,0.008,0.313,0,20.39,Low
2035,Germany,Europe,14.57,798.8,0.0,0.243,0,35.99,Low
2036,Germany,Europe,10.47,895.6,0.0,0.448,0,38.67,Low
2037,Germany,Europe,9.71,638.6,0.0,0.438,0,31.25,Low
2038,Germany,Europe,11.51,678.4,0.0,0.57,0,27.85,Moderate
2039,Germany,Europe,13.26,673.9,0.0,0.393,0,33.76,Low
2040,Germany,Europe,11.15,728.9,0.0,0.335,0,38.57,Low
2041,Germany,Europe,11.26,693.9,0.0,0.266,0,39.81,Low
2042,Germany,Europe,13.6,822.9,0.0,0.589,0,47.91,Moderate
2043,Germany,Europe,13.03,897.3,0.0,0.507,0,42.43,Moderate
2044,Germany,Europe,12.95,569.7,0.0,0.217,0,31.48,Low
2045,Germany,Europe,13.45,650.5,0.0,0.309,0,35.48,Low
2046,Germany,Europe,12.02,844.3,0.0,0.447,0,44.18,Low
2047,Germany,Europe,12.09,472.5,0.0,0.28,0,20.75,Low
2048,Germany,Europe,13.54,384.7,0.013,0.12,0,12.8,Low
2049,Germany,Europe,10.97,736.2,0.0,0.319,0,39.82,Low
2050,Germany,Europe,10.03,779.4,0.0,0.257,0,28.73,Low
1961,Ukraine,Europe,10.68,421.3,0.0,0.285,0,19.84,Low
1962,Ukraine,Europe,7.95,563.3,0.0,0.228,0,41.61,Low
1963,Ukraine,Europe,9.43,663.0,0.0,0.293,0,22.16,Low
1964,Ukraine,Europe,10.0,696.4,0.0,0.295,0,29.41,Low
1965,Ukraine,Europe,12.39,592.8,0.0,0.27,0,28.82,Low
1966,Ukraine,Europe,11.92,845.9,0.0,0.537,0,41.11,Moderate
1967,Ukraine,Europe,10.44,1016.8,0.0,0.554,0,47.54,Moderate
1968,Ukraine,Europe,12.0,729.8,0.0,0.274,0,36.0,Low
1969,Ukraine,Europe,12.21,713.5,0.0,0.309,0,28.12,Low
1970,Ukraine,Europe,10.97,835.9,0.0,0.448,0,43.94,Low
1971,Ukraine,Europe,9.52,401.5,0.0,0.128,0,6.14,Low
1972,Ukraine,Europe,10.95,704.6,0.0,0.294,0,35.07,Low
1973,Ukraine,Europe,11.1,856.6,0.0,0.536,0,39.23,Moderate
1974,Ukraine,Europe,9.76,597.1,0.0,0.249,0,35.95,Low
1975,Ukraine,Europe,11.69,503.8,0.0,0.328,0,35.72,Low
1976,Ukraine,Europe,11.61,670.3,0.0,0.436,0,31.53,Low
1977,Ukraine,Europe,11.82,690.3,0.0,0.286,0,42.86,Low
1978,Ukraine,Europe,11.64,554.6,0.0,0.206,0,25.83,Low
1979,Ukraine,Europe,12.2,1035.4,0.0,0.496,0,45.97,Low
1980,Ukraine,Europe,11.13,623.4,0.0,0.225,0,41.65,Low
1981,Ukraine,Europe,11.6,515.4,0.0,0.267,0,28.9,Low
1982,Ukraine,Europe,10.9,685.0,0.0,0.326,0,34.28,Low
1983,Ukraine,Europe,10.69,845.3,0.0,0.451,0,46.39,Low
1984,Ukraine,Europe,13.02,702.8,0.0,0.463,0,36.78,Low
1985,Ukraine,Europe,8.98,777.7,0.0,0.454,0,38.47,Low
1986,Ukraine,Europe,12.5,560.6,0.0,0.319,0,20.07,Low
1987,Ukraine,Europe,10.72,938.0,0.0,0.312,0,45.28,Low
1988,Ukraine,Europe,10.59,789.9,0.0,0.43,0,43.23,Low
1989,Ukraine,Europe,11.82,867.6,0.0,0.572,0,42.64,Moderate
1990,Ukraine,Europe,9.73,758.4,0.0,0.138,0,43.34,Low
1991,Ukraine,Europe,10.56,832.0,0.0,0.471,0,43.9,Low
1992,Ukraine,Europe,10.54,560.3,0.0,0.267,0,22.75,Low
